Place,RIGOCode,RIGOCodeSt,RIGOCodeNo,RIGO2,RIGO,Code,Muni,MSA,MuniCode2,MSAPOP,State
Montgomery County,IN99,IN,99,0,Unattached,18107,0,Not Applicable,,-,IN
Monroe County,IN52,IN,52,0,Bloomington/Monroe County MPO,18105,0,"Bloomington, IN",,192714,IN
Miami County,IN12,IN,12,0,North Central Indiana Regional Planning Council,18103,0,Not Applicable,,-,IN
Martin County,IN10,IN,10,0,Southern Indiana Economic Development Commission,18101,0,Not Applicable,,-,IN
Marshall County,IN05,IN,5,0,Michiana Area Council of Governments,18099,0,Not Applicable,,-,IN
Marion County,IN50,IN,50,0,Indianapolis Metropolitan Planning Organization,18097,0,"Indianapolis-Carmel, IN",,1756241,IN
Madison County,IN04,IN,4,0,Madison County Council of Governments,18095,0,"Indianapolis-Carmel, IN",,1756241,IN
Lawrence County,IN10,IN,10,0,Southern Indiana Economic Development Commission,18093,0,Not Applicable,,-,IN
LaPorte County,IN07,IN,7,0,Northwestern Indiana Regional Planning Commission,18091,0,"Michigan City-La Porte, IN",,111467,IN
Lake County,IN07,IN,7,0,Northwestern Indiana Regional Planning Commission,18089,0,"Chicago-Naperville-Elgin, IL-IN-WI",,9461105,IN
LaGrange County,IN08,IN,8,0,Regiona III-A Economic Dev District and Regional Planning Commission,18087,0,Not Applicable,,-,IN
Kosciusko County,IN05,IN,5,0,Michiana Area Council of Governments,18085,0,Not Applicable,,-,IN
Knox County,IN10,IN,10,0,Southern Indiana Economic Development Commission,18083,0,Not Applicable,,-,IN
Johnson County,IN50,IN,50,0,Indianapolis Metropolitan Planning Organization,18081,0,"Indianapolis-Carmel, IN",,1756241,IN
Jennings County,IN09,IN,9,0,Southeastern Indiana Regional Planning Commission,18079,0,Not Applicable,,-,IN
Jefferson County,IN09,IN,9,0,Southeastern Indiana Regional Planning Commission,18077,0,Not Applicable,,-,IN
Jay County,IN01,IN,1,0,East Central Indiana Regional Planning Commission,18075,0,Not Applicable,,-,IN
Jasper County,IN03,IN,3,0,Kankakee-Iroquios Regional Planning Commission,18073,0,"Chicago-Naperville-Elgin, IL-IN-WI",,9461105,IN
Jackson County,IN99,IN,99,0,Unattached,18071,0,Not Applicable,,-,IN
Huntington County,IN08,IN,8,0,Regiona III-A Economic Dev District and Regional Planning Commission,18069,0,Not Applicable,,-,IN
Howard County,IN12,IN,12,0,North Central Indiana Regional Planning Council,18067,0,"Kokomo, IN",,98688,IN
Henry County,IN01,IN,1,0,East Central Indiana Regional Planning Commission,18065,0,Not Applicable,,-,IN
Hendricks County,IN50,IN,50,0,Indianapolis Metropolitan Planning Organization,18063,0,"Indianapolis-Carmel, IN",,1756241,IN
Harrison County,IN14,IN,14,0,River Hills Economic Development District and Regional Planning Commission,18061,0,"Louisville/Jefferson County, KY-IN",,1283566,IN
Hancock County,IN50,IN,50,0,Indianapolis Metropolitan Planning Organization,18059,0,"Indianapolis-Carmel, IN",,1756241,IN
Hamilton County,IN50,IN,50,0,Indianapolis Metropolitan Planning Organization,18057,0,"Indianapolis-Carmel, IN",,1756241,IN
Greene County,IN10,IN,10,0,Southern Indiana Economic Development Commission,18055,0,Not Applicable,,-,IN
Grant County,IN01,IN,1,0,East Central Indiana Regional Planning Commission,18053,0,Not Applicable,,-,IN
Gibson County,IN16,IN,16,0,Economic Development Coalition of SW Indiana,18051,0,Not Applicable,,-,IN
Fulton County,IN12,IN,12,0,North Central Indiana Regional Planning Council,18049,0,Not Applicable,,-,IN
Franklin County,IN09,IN,9,0,Southeastern Indiana Regional Planning Commission,18047,0,Not Applicable,,-,IN
Fountain County,IN99,IN,99,0,Unattached,18045,0,Not Applicable,,-,IN
Floyd County,IN14,IN,14,KY01,River Hills Economic Development District and Regional Planning Commission,18043,0,"Louisville/Jefferson County, KY-IN",,1283566,IN
Fayette County,IN15,IN,15,0,Eastern Indiana Planning Commission,18041,0,Not Applicable,,-,IN
Elkhart County,IN05,IN,5,0,Michiana Area Council of Governments,18039,0,"Elkhart-Goshen, IN",,197559,IN
Dubois County,IN02,IN,2,0,Indiana 15 Regional Planning Commission,18037,0,Not Applicable,,-,IN
Delaware County,IN01,IN,1,0,East Central Indiana Regional Planning Commission,18035,0,"Muncie, IN",,117671,IN
DeKalb County,IN06,IN,6,0,Northeastern Indiana Regional Coordinating Council,18033,0,Not Applicable,,-,IN
Decatur County,IN09,IN,9,0,Southeastern Indiana Regional Planning Commission,18031,0,Not Applicable,,-,IN
Dearborn County,IN09,IN,9,OH01,Southeastern Indiana Regional Planning Commission,18029,0,"Cincinnati, OH-KY-IN",,2130151,IN
Daviess County,IN10,IN,10,0,Southern Indiana Economic Development Commission,18027,0,Not Applicable,,-,IN
Crawford County,IN02,IN,2,0,Indiana 15 Regional Planning Commission,18025,0,Not Applicable,,-,IN
Clinton County,IN99,IN,99,0,Unattached,18023,0,Not Applicable,,-,IN
Clay County,IN11,IN,11,0,West Central Indiana Economic Development District,18021,0,"Terre Haute, IN",,172425,IN
Clark County,IN14,IN,14,KY01,River Hills Economic Development District and Regional Planning Commission,18019,0,"Louisville/Jefferson County, KY-IN",,1283566,IN
Cass County,IN12,IN,12,0,North Central Indiana Regional Planning Council,18017,0,Not Applicable,,-,IN
Carroll County,IN03,IN,3,0,Kankakee-Iroquios Regional Planning Commission,18015,0,"Lafayette, IN",,201789,IN
Brown County,IN99,IN,99,0,Unattached,18013,0,"Indianapolis-Carmel, IN",,1756241,IN
Boone County,IN50,IN,50,0,Indianapolis Metropolitan Planning Organization,18011,0,"Indianapolis-Carmel, IN",,1756241,IN
Blackford County,IN99,IN,99,0,Unattached,18009,0,Not Applicable,,-,IN
Benton County,IN03,IN,3,0,Kankakee-Iroquios Regional Planning Commission,18007,0,"Lafayette, IN",,201789,IN
Bartholomew County,IN51,IN,51,0,Columbus Area MPO,18005,0,"Columbus, IN",,76794,IN
Allen County,IN06,IN,6,0,Northeastern Indiana Regional Coordinating Council,18003,0,"Fort Wayne, IN",,416257,IN
Adams County,IN06,IN,6,0,Northeastern Indiana Regional Coordinating Council,18001,0,Not Applicable,,-,IN
Woodford County,IL06,IL,6,0,Tri-County Regional Planning Commission,17203,0,"Peoria, IL",,379186,IL
Winnebago County,IL15,IL,15,0,Rockford Metropolitan Agency for Planning,17201,0,"Rockford, IL",,349431,IL
Williamson County,IL14,IL,14,0,Greater Egypt Regional Planning and Development Commission,17199,0,"Carbondale-Marion, IL",,126738,IL
Will County,IL01,IL,1,0,Chicago Metropolitan Agency for Planning,17197,0,"Chicago-Naperville-Elgin, IL-IN-WI",,9461105,IL
Whiteside County,IL04,IL,4,0,Blackhawk Hills Regional Council,17195,0,Not Applicable,,-,IL
White County,IL08,IL,8,0,Greater Wabash Regional Planning Commission,17193,0,Not Applicable,,-,IL
Wayne County,IL08,IL,8,0,Greater Wabash Regional Planning Commission,17191,0,Not Applicable,,-,IL
Washington County,IL99,IL,99,0,Unattached,17189,0,Not Applicable,,-,IL
Warren County,IL02,IL,2,0,Western Illinois Regional Council,17187,0,Not Applicable,,-,IL
Wabash County,IL08,IL,8,0,Greater Wabash Regional Planning Commission,17185,0,Not Applicable,,-,IL
Vermilion County,IL10,IL,10,0,Champaign County Regional Planning Commission,17183,0,"Danville, IL",,81625,IL
Union County,IL11,IL,11,0,Southern Five Regional Planning District and Development Commission,17181,0,Not Applicable,,-,IL
Tazewell County,IL06,IL,6,0,Tri-County Regional Planning Commission,17179,0,"Peoria, IL",,379186,IL
Stephenson County,IL04,IL,4,0,Blackhawk Hills Regional Council,17177,0,Not Applicable,,-,IL
Stark County,IL03,IL,3,0,North Central Illinois Council of Governments,17175,0,"Peoria, IL",,379186,IL
Shelby County,IL99,IL,99,0,Unattached,17173,0,Not Applicable,,-,IL
Scott County,IL99,IL,99,0,Unattached,17171,0,Not Applicable,,-,IL
Schuyler County,IL05,IL,5,0,Two Rivers Regional Council of Public Officials,17169,0,Not Applicable,,-,IL
Sangamon County,IL12,IL,12,0,Springfield-Sangamon Regional Planning Commission,17167,0,"Springfield, IL",,210170,IL
Saline County,IL07,IL,7,0,Southeastern Illinois Regional Planning and Development Commission,17165,0,Not Applicable,,-,IL
St. Clair County,MO01,MO,1,0,East-West Gateway Council of Governments,17163,0,"St. Louis, MO-IL",,2812896,MO
Rock Island County,IA02,IA,2,0,Bi-State Regional Commission,17161,0,"Davenport-Moline-Rock Island, IA-IL",,379690,IA
Richland County,IL08,IL,8,0,Greater Wabash Regional Planning Commission,17159,0,Not Applicable,,-,IL
Randolph County,IL99,IL,99,0,Unattached,17157,0,Not Applicable,,-,IL
Putnam County,IL03,IL,3,0,North Central Illinois Council of Governments,17155,0,Not Applicable,,-,IL
Pulaski County,IL11,IL,11,0,Southern Five Regional Planning District and Development Commission,17153,0,Not Applicable,,-,IL
Pope County,IL07,IL,7,0,Southeastern Illinois Regional Planning and Development Commission,17151,0,Not Applicable,,-,IL
Pike County,IL05,IL,5,0,Two Rivers Regional Council of Public Officials,17149,0,Not Applicable,,-,IL
Piatt County,IL10,IL,10,0,Champaign County Regional Planning Commission,17147,0,"Champaign-Urbana, IL",,231891,IL
Perry County,IL14,IL,14,0,Greater Egypt Regional Planning and Development Commission,17145,0,Not Applicable,,-,IL
Peoria County,IL06,IL,6,0,Tri-County Regional Planning Commission,17143,0,"Peoria, IL",,379186,IL
Ogle County,IL04,IL,4,0,Blackhawk Hills Regional Council,17141,0,Not Applicable,,-,IL
Moultrie County,IL99,IL,99,0,Unattached,17139,0,Not Applicable,,-,IL
Morgan County,IL99,IL,99,0,Unattached,17137,0,Not Applicable,,-,IL
Montgomery County,IL99,IL,99,0,Unattached,17135,0,Not Applicable,,-,IL
Monroe County,MO01,MO,1,0,East-West Gateway Council of Governments,17133,0,"St. Louis, MO-IL",,2812896,MO
Mercer County,IA02,IA,2,0,Bi-State Regional Commission,17131,0,"Davenport-Moline-Rock Island, IA-IL",,379690,IA
Menard County,IL99,IL,99,0,Unattached,17129,0,"Springfield, IL",,210170,IL
Massac County,IL11,IL,11,0,Southern Five Regional Planning District and Development Commission,17127,0,Not Applicable,,-,IL
Mason County,IL99,IL,99,0,Unattached,17125,0,Not Applicable,,-,IL
Marshall County,IL03,IL,3,0,North Central Illinois Council of Governments,17123,0,"Peoria, IL",,379186,IL
Marion County,IL09,IL,9,0,South Central Illinois Regional Planning and Development Commission,17121,0,Not Applicable,,-,IL
Madison County,MO01,MO,1,0,East-West Gateway Council of Governments,17119,0,"St. Louis, MO-IL",,2812896,MO
Macoupin County,IL99,IL,99,0,Unattached,17117,0,"St. Louis, MO-IL",,2812896,IL
Macon County,IL52,IL,52,0,Decatur Urbanized Area Transportation Study,17115,0,"Decatur, IL",,110768,IL
McLean County,IL13,IL,13,0,Mclean County Regional Planning Commission,17113,0,"Bloomington, IL",,191067,IL
McHenry County,IL01,IL,1,0,Chicago Metropolitan Agency for Planning,17111,0,"Chicago-Naperville-Elgin, IL-IN-WI",,9461105,IL
McDonough County,IL02,IL,2,0,Western Illinois Regional Council,17109,0,Not Applicable,,-,IL
Logan County,IL99,IL,99,0,Unattached,17107,0,Not Applicable,,-,IL
Livingston County,IL99,IL,99,0,Unattached,17105,0,Not Applicable,,-,IL
Lee County,IL04,IL,4,0,Blackhawk Hills Regional Council,17103,0,Not Applicable,,-,IL
Lawrence County,IL08,IL,8,0,Greater Wabash Regional Planning Commission,17101,0,Not Applicable,,-,IL
LaSalle County,IL03,IL,3,0,North Central Illinois Council of Governments,17099,0,Not Applicable,,-,IL
Lake County,IL01,IL,1,0,Chicago Metropolitan Agency for Planning,17097,0,"Chicago-Naperville-Elgin, IL-IN-WI",,9461105,IL
Knox County,IL02,IL,2,0,Western Illinois Regional Council,17095,0,Not Applicable,,-,IL
Kendall County,IL01,IL,1,0,Chicago Metropolitan Agency for Planning,17093,0,"Chicago-Naperville-Elgin, IL-IN-WI",,9461105,IL
Kankakee County,IL51,IL,51,0,Kankakee County Regional Planning Commission,17091,0,"Kankakee-Bradley, IL",,113449,IL
Kane County,IL01,IL,1,0,Chicago Metropolitan Agency for Planning,17089,0,"Chicago-Naperville-Elgin, IL-IN-WI",,9461105,IL
Johnson County,IL11,IL,11,0,Southern Five Regional Planning District and Development Commission,17087,0,Not Applicable,,-,IL
Jo Daviess County,IL04,IL,4,0,Blackhawk Hills Regional Council,17085,0,Not Applicable,,-,IL
Jersey County,IL99,IL,99,0,Unattached,17083,0,"St. Louis, MO-IL",,2812896,IL
Jefferson County,IL14,IL,14,0,Greater Egypt Regional Planning and Development Commission,17081,0,Not Applicable,,-,IL
Jasper County,IL09,IL,9,0,South Central Illinois Regional Planning and Development Commission,17079,0,Not Applicable,,-,IL
Jackson County,IL14,IL,14,0,Greater Egypt Regional Planning and Development Commission,17077,0,"Carbondale-Marion, IL",,126738,IL
Iroquois County,IL10,IL,10,0,Champaign County Regional Planning Commission,17075,0,Not Applicable,,-,IL
Henry County,IA02,IA,2,0,Bi-State Regional Commission,17073,0,"Davenport-Moline-Rock Island, IA-IL",,379690,IA
Henderson County,IL02,IL,2,0,Western Illinois Regional Council,17071,0,Not Applicable,,-,IL
Hardin County,IL07,IL,7,0,Southeastern Illinois Regional Planning and Development Commission,17069,0,Not Applicable,,-,IL
Hancock County,IL02,IL,2,0,Western Illinois Regional Council,17067,0,Not Applicable,,-,IL
Hamilton County,IL07,IL,7,0,Southeastern Illinois Regional Planning and Development Commission,17065,0,Not Applicable,,-,IL
Grundy County,IL03,IL,3,0,North Central Illinois Council of Governments,17063,0,"Chicago-Naperville-Elgin, IL-IN-WI",,9461105,IL
Greene County,IL99,IL,99,0,Unattached,17061,0,Not Applicable,,-,IL
Gallatin County,IL07,IL,7,0,Southeastern Illinois Regional Planning and Development Commission,17059,0,Not Applicable,,-,IL
Fulton County,IL02,IL,2,0,Western Illinois Regional Council,17057,0,Not Applicable,,-,IL
Franklin County,IL14,IL,14,0,Greater Egypt Regional Planning and Development Commission,17055,0,Not Applicable,,-,IL
Ford County,IL10,IL,10,0,Champaign County Regional Planning Commission,17053,0,"Champaign-Urbana, IL",,231891,IL
Fayette County,IL09,IL,9,0,South Central Illinois Regional Planning and Development Commission,17051,0,Not Applicable,,-,IL
Effingham County,IL09,IL,9,0,South Central Illinois Regional Planning and Development Commission,17049,0,Not Applicable,,-,IL
Edwards County,IL08,IL,8,0,Greater Wabash Regional Planning Commission,17047,0,Not Applicable,,-,IL
Edgar County,IL99,IL,99,0,Unattached,17045,0,Not Applicable,,-,IL
DuPage County,IL01,IL,1,0,Chicago Metropolitan Agency for Planning,17043,0,"Chicago-Naperville-Elgin, IL-IN-WI",,9461105,IL
Douglas County,IL10,IL,10,0,Champaign County Regional Planning Commission,17041,0,Not Applicable,,-,IL
De Witt County,IL99,IL,99,0,Unattached,17039,0,"Bloomington, IL",,191067,IL
DeKalb County,IL50,IL,50,0,DeKalb Sycamore Area Transportation Study,17037,0,"Chicago-Naperville-Elgin, IL-IN-WI",,9461105,IL
Cumberland County,IL99,IL,99,0,Unattached,17035,0,Not Applicable,,-,IL
Crawford County,IL08,IL,8,0,Greater Wabash Regional Planning Commission,17033,0,Not Applicable,,-,IL
Cook County,IL01,IL,1,0,Chicago Metropolitan Agency for Planning,17031,0,"Chicago-Naperville-Elgin, IL-IN-WI",,9461105,IL
Coles County,IL99,IL,99,0,Unattached,17029,0,Not Applicable,,-,IL
Clinton County,IL99,IL,99,0,Unattached,17027,0,"St. Louis, MO-IL",,2812896,IL
Clay County,IL09,IL,9,0,South Central Illinois Regional Planning and Development Commission,17025,0,Not Applicable,,-,IL
Clark County,IL99,IL,99,0,Unattached,17023,0,Not Applicable,,-,IL
Christian County,IL99,IL,99,0,Unattached,17021,0,Not Applicable,,-,IL
Champaign County,IL10,IL,10,0,Champaign County Regional Planning Commission,17019,0,"Champaign-Urbana, IL",,231891,IL
Cass County,IL99,IL,99,0,Unattached,17017,0,Not Applicable,,-,IL
Carroll County,IL04,IL,4,0,Blackhawk Hills Regional Council,17015,0,Not Applicable,,-,IL
Calhoun County,IL99,IL,99,0,Unattached,17013,0,"St. Louis, MO-IL",,2812896,IL
Bureau County,IL03,IL,3,0,North Central Illinois Council of Governments,17011,0,Not Applicable,,-,IL
Brown County,IL05,IL,5,0,Two Rivers Regional Council of Public Officials,17009,0,Not Applicable,,-,IL
Boone County,IL15,IL,15,0,Rockford Metropolitan Agency for Planning,17007,0,"Rockford, IL",,349431,IL
Bond County,IL99,IL,99,0,Unattached,17005,0,"St. Louis, MO-IL",,2812896,IL
Alexander County,IL11,IL,11,0,Southern Five Regional Planning District and Development Commission,17003,0,"Cape Girardeau, MO-IL",,96275,IL
Adams County,IL05,IL,5,0,Two Rivers Regional Council of Public Officials,17001,0,Not Applicable,,-,IL
Washington County,ID99,ID,99,0,Unattached,16087,0,Not Applicable,,-,ID
Valley County,ID99,ID,99,0,Unattached,16085,0,Not Applicable,,-,ID
Twin Falls County,ID06,ID,6,0,Region IV Development Association,16083,0,Not Applicable,,-,ID
Teton County,ID03,ID,3,0,East Central Planning and Development Association,16081,0,Not Applicable,,-,ID
Shoshone County,ID04,ID,4,0,Panhandle Area Council,16079,0,Not Applicable,,-,ID
Power County,ID02,ID,2,0,Southeast Idaho Council of Governments,16077,0,Not Applicable,,-,ID
Payette County,ID99,ID,99,0,Unattached,16075,0,Not Applicable,,-,ID
Owyhee County,ID99,ID,99,0,Unattached,16073,0,"Boise City-Nampa, ID",,616561,ID
Oneida County,ID02,ID,2,0,Southeast Idaho Council of Governments,16071,0,Not Applicable,,-,ID
Nez Perce County,ID05,ID,5,0,Clearwater Economic Development Association,16069,0,"Lewiston, ID-WA",,60888,ID
Minidoka County,ID06,ID,6,0,Region IV Development Association,16067,0,Not Applicable,,-,ID
Madison County,ID03,ID,3,0,East Central Planning and Development Association,16065,0,Not Applicable,,-,ID
Lincoln County,ID06,ID,6,0,Region IV Development Association,16063,0,Not Applicable,,-,ID
Lewis County,ID05,ID,5,0,Clearwater Economic Development Association,16061,0,Not Applicable,,-,ID
Lemhi County,ID03,ID,3,0,East Central Planning and Development Association,16059,0,Not Applicable,,-,ID
Latah County,ID05,ID,5,0,Clearwater Economic Development Association,16057,0,Not Applicable,,-,ID
Kootenai County,ID04,ID,4,0,Panhandle Area Council,16055,0,"Coeur d'Alene, ID",,138494,ID
Jerome County,ID06,ID,6,0,Region IV Development Association,16053,0,Not Applicable,,-,ID
